fid,type,sub_type,name,source,global_id,label,province,prov_code,district,distr_code,lat,long,data_year,geometry
1534,Health Facility,Rural Health Center,Chilolwa RHC,MOH,{3B75BAB4-3A01-46C1-B0A0-9F658509FDE6},Chilolwa RHC,Muchinga,106,Nakonde,106006,-9.57142700036,32.6248340001,2017-2018,"c(32.6248340000891, -9.57142700035575)"
1535,Health Facility,Rural Health Post,Chitamba RHP,MOH,{13AD4786-25A3-42BA-8B90-0A34FEB72C62},Chitamba RHP,Muchinga,106,Nakonde,106006,-9.36626099995,32.6100190004,2017-2018,"c(32.6100190003766, -9.36626099994515)"
1536,Health Facility,Rural Health Center,Chozi RHC,MOH,{2ABFBFFB-33EE-43DC-A0CC-FA6763B758A6},Chozi RHC,Muchinga,106,Nakonde,106006,-9.3289489997,32.3159989998,2017-2018,"c(32.3159989997541, -9.32894899969654)"
1537,Health Facility,Health Post,Ibrahim HP,MOH,{7E86490E-1C08-4486-8950-2B40156D26ED},Ibrahim HP,Muchinga,106,Nakonde,106006,-9.32685300017,32.7764149999,2017-2018,"c(32.7764149998524, -9.32685300016578)"
1538,Health Facility,Rural Health Post,Ilola RHP,MOH,{EEDDD575-C184-4EBA-8576-C0BE87568EE0},Ilola RHP,Muchinga,106,Nakonde,106006,-9.3533629996,32.5329880004,2017-2018,"c(32.532988000396, -9.35336299960272)"
1539,Health Facility,Rural Health Post,Kaombwe RHP,MOH,{C0B9E25C-D0FB-4A0E-B633-86CD5F9B5D50},Kaombwe RHP,Muchinga,106,Nakonde,106006,-9.45701000031,32.8821800002,2017-2018,"c(32.8821800002069, -9.45701000031124)"
1540,Health Facility,Health Post,Katozi HP,MOH,{235CFED4-6C72-41AF-A77F-7AFC38FDA634},Katozi HP,Muchinga,106,Nakonde,106006,-9.32705599963,32.7762759997,2017-2018,"c(32.7762759997377, -9.32705599963464)"
1541,Health Facility,Rural Health Post,Mayembe RHP,MOH,{3E164ACA-3CBE-425F-A68F-D7515829B083},Mayembe RHP,Muchinga,106,Nakonde,106006,-9.5507520002,32.743538,2017-2018,"c(32.7435379999787, -9.55075200020462)"
1542,Health Facility,Rural Health Post,Mukalizi RHP,MOH,{F9196B8C-88C4-45BB-AB73-39F0D004C89B},Mukalizi RHP,Muchinga,106,Nakonde,106006,-9.13393399975,32.190179,2017-2018,"c(32.1901789999609, -9.13393399975422)"
1543,Health Facility,Rural Health Center,Mwenechanka RHC,MOH,{E3DB9878-C4C0-4013-A63B-982BD211DBF1},Mwenechanka RHC,Muchinga,106,Nakonde,106006,-9.71200800007,32.9592730003,2017-2018,"c(32.9592730003487, -9.71200800006909)"
1544,Health Facility,Rural Health Center,Mwenzo RHC,MOH,{7CDE019D-7E14-4533-8784-7AD081EC142F},Mwenzo RHC,Muchinga,106,Nakonde,106006,-9.3288450003,32.6880549999,2017-2018,"c(32.6880549999383, -9.3288450002965)"
1545,Health Facility,Hospital,Nakonde Dis Hospital,MOH,{199F63AB-3624-4429-99B3-82C41A5774B9},Nakonde Dis Hospital,Muchinga,106,Nakonde,106006,-9.35115300021,32.7035559998,2017-2018,"c(32.7035559998096, -9.35115300021073)"
1546,Health Facility,Health Center,Nakonde HC,MOH,{D87DA407-EEDF-46E5-8055-57AAE2CA002A},Nakonde HC,Muchinga,106,Nakonde,106006,-9.32861999981,32.7542389997,2017-2018,"c(32.7542389997301, -9.3286199998131)"
1547,Health Facility,Rural Health Center,Ntantumbila RHC,MOH,{CC7B57A7-16CD-4EB4-A07F-887F5B3F383C},Ntantumbila RHC,Muchinga,106,Nakonde,106006,-9.20535099985,32.2835020003,2017-2018,"c(32.2835020003171, -9.20535099984869)"
1548,Health Facility,Rural Health Center,Shemu RHC,MOH,{421A0BFF-28AC-48CE-83D9-B7F0007753AE},Shemu RHC,Muchinga,106,Nakonde,106006,-9.52823499965,32.9018780003,2017-2018,"c(32.9018780002696, -9.52823499964546)"
1549,Health Facility,Rural Health Center,Waitwika RHC,MOH,{337501C8-CC77-4628-B53B-F75D24C52051},Waitwika RHC,Muchinga,106,Nakonde,106006,-9.45026100024,32.5883989998,2017-2018,"c(32.588398999814, -9.45026100024489)"
1550,Health Facility,Rural Health Post,Kantongo RHP,MOH,{429CEBDF-2EBD-435B-A2AE-DF11E6F46BA6},Kantongo RHP,Muchinga,106,Nakonde,106006,-9.48688000001,32.6346870003,2017-2018,"c(32.6346870003049, -9.48688000001192)"
1551,Health Facility,Rural Health Post,Chibamba RHP,MOH,{FEFC6020-9541-45C5-BE2F-AFAE50CEE96D},Chibamba RHP,Muchinga,106,Chinsali,106002,-10.5651080001,31.8282799996,2017-2018,"c(31.8282799996223, -10.565108000134)"
1552,Health Facility,Rural Health Center,Chilanga RHC,MOH,{DCF6F11C-4199-4585-B75A-165A46241111},Chilanga RHC,Muchinga,106,Shiwang'Andu,106007,-10.8631469999,31.5100100004,2017-2018,"c(31.5100100003613, -10.863146999934)"
1553,Health Facility,Rural Health Center,Ilondola RHC,MOH,{B76AD2FC-B2F5-4B9B-8FC6-FE5E4AB2876C},Ilondola RHC,Muchinga,106,Shiwang'Andu,106007,-10.7175360003,31.8010670001,2017-2018,"c(31.801067000142, -10.7175360002861)"
1554,Health Facility,Rural Health Center,Kabanda RHC,MOH,{53174371-B0F4-481A-B040-A2CDB1CBC296},Kabanda RHC,Muchinga,106,Shiwang'Andu,106007,-10.8513140001,31.2849069997,2017-2018,"c(31.2849069996583, -10.851314000141)"
1555,Health Facility,Rural Health Post,Kapisha RHP,MOH,{AEEA6E23-EF08-4BBB-B4B7-C08E6F4C2E9E},Kapisha RHP,Muchinga,106,Shiwang'Andu,106007,-11.1849270001,31.5974330002,2017-2018,"c(31.5974330002329, -11.184927000081)"
1556,Health Facility,Rural Health Center,Konja RHC,MOH,{3969541A-3BED-4FA2-A7B6-B2BD6CD6F483},Konja RHC,Muchinga,106,Shiwang'Andu,106007,-10.908646,31.8555639997,2017-2018,"c(31.8555639996789, -10.9086460000128)"
1557,Health Facility,Rural Health Center,Lukaka RHC,MOH,{64895740-EA99-4A24-922C-3EC2173ED8DC},Lukaka RHC,Muchinga,106,Shiwang'Andu,106007,-11.2446870004,31.4616810002,2017-2018,"c(31.4616810001781, -11.2446870004047)"
1558,Health Facility,Rural Health Post,Lwanya RHP,MOH,{3FD74371-AE9C-49FB-B50C-8510280E35BA},Lwanya RHP,Muchinga,106,Shiwang'Andu,106007,-11.433551,31.7380390002,2017-2018,"c(31.7380390001998, -11.4335509999786)"
1559,Health Facility,Rural Health Center,Matumbo RHC,MOH,{B82D125C-43C8-4571-8EA0-B9F908D2EDF3},Matumbo RHC,Muchinga,106,Shiwang'Andu,106007,-10.9632540002,32.0335670002,2017-2018,"c(32.0335670002169, -10.9632540001719)"
1560,Health Facility,Rural Health Post,Mukwikile RHP,MOH,{E8560E34-B6D2-4189-9782-73D2056FB213},Mukwikile RHP,Muchinga,106,Shiwang'Andu,106007,-11.3484530003,31.7723549999,2017-2018,"c(31.7723549998834, -11.3484530003057)"
1561,Health Facility,Rural Health Center,Mulanga RHC,MOH,{E0A2EAA4-091B-434F-8F49-6508948BF944},Mulanga RHC,Muchinga,106,Shiwang'Andu,106007,-10.9915750004,32.1504079996,2017-2018,"c(32.1504079996295, -10.9915750003859)"
1562,Health Facility,Rural Health Center,Mwika RHC,MOH,{87DA6474-8105-4C79-982E-6D2F26394804},Mwika RHC,Muchinga,106,Shiwang'Andu,106007,-10.5249809996,31.719197,2017-2018,"c(31.7191970000416, -10.5249809995734)"
1563,Health Facility,Rural Health Post,Philip RHP,MOH,{8E508620-B183-47D3-A131-FDE8360DDA76},Philip RHP,Muchinga,106,Shiwang'Andu,106007,-11.1170389999,31.9082009998,2017-2018,"c(31.9082009997764, -11.1170389999498)"
1564,Health Facility,Rural Health Post,Sele RHP,MOH,{B498CE66-E4B0-4581-9320-DFD957A3FCB6},Sele RHP,Muchinga,106,Shiwang'Andu,106007,-10.8415050002,31.4088779996,2017-2018,"c(31.40887799962, -10.8415050001556)"
1565,Health Facility,Rural Health Center,Shiwang'Andu RHC,MOH,{76E05763-1426-47C1-9203-E2F927F0944C},Shiwang'Andu RHC,Muchinga,106,Shiwang'Andu,106007,-11.2059520002,31.7348250004,2017-2018,"c(31.7348250003735, -11.2059520001846)"
1566,Health Facility,Rural Health Center,Lukulu RHC,MOH,{F0B5332C-9045-4AA2-829D-B677E920B389},Lukulu RHC,Muchinga,106,Lavushimanda,106009,-12.8262070003,30.8682199999,2017-2018,"c(30.8682199998532, -12.8262070002528)"
1567,Health Facility,Rural Health Center,Chaba RHC,MOH,{6ACDC225-246C-426D-A716-3DE318624D3F},Chaba RHC,Northern,107,Chilubi,107001,-10.9790229998,30.0854769996,2017-2018,"c(30.0854769995639, -10.9790229998115)"
1568,Health Facility,Rural Health Post,Chifwenge RHP,MOH,{39579D33-CE84-4CAB-B1D0-16F5330CAC69},Chifwenge RHP,Northern,107,Chilubi,107001,-10.8309770003,30.1497749996,2017-2018,"c(30.1497749996166, -10.8309770002883)"
1569,Health Facility,Hospital,Chilubi Mainland Dis Hospital,MOH,{9DE453DC-132B-49EF-A04F-D5B0C7941B69},Chilubi Mainland Dis Hospital,Northern,107,Chilubi,107001,-10.9709119999,30.1032309999,2017-2018,"c(30.1032309999107, -10.9709119998888)"
1570,Health Facility,Rural Health Center,Chilubi RHC,MOH,{1C16C740-1161-489D-9CDC-BC9B38347C0D},Chilubi RHC,Northern,107,Chilubi,107001,-11.1171430002,29.9477369996,2017-2018,"c(29.9477369995629, -11.1171430002492)"
1571,Health Facility,Rural Health Post,Chitunkubwe RHP,MOH,{E41CEDD6-2FD4-41D5-94AB-FE29E263EAE3},Chitunkubwe RHP,Northern,107,Chilubi,107001,-10.8111349999,30.0349679996,2017-2018,"c(30.0349679995736, -10.8111349998803)"
1572,Health Facility,Rural Health Post,Fube RHP,MOH,{C0593D09-EB8C-41E5-9404-0F6C9E5E1150},Fube RHP,Northern,107,Chilubi,107001,-11.3747679997,30.4361379997,2017-2018,"c(30.436137999669, -11.3747679997434)"
1573,Health Facility,Rural Health Post,Kapofu RHP,MOH,{793AA7D2-5A1E-46B1-AB96-62C9C994F068},Kapofu RHP,Northern,107,Chilubi,107001,-11.2161769996,29.9496719998,2017-2018,"c(29.949671999763, -11.2161769995688)"
1574,Health Facility,Rural Health Center,Kawena RHC,MOH,{BD888B86-5CD9-4173-A764-1E8408944C3C},Kawena RHC,Northern,107,Chilubi,107001,-11.2174590002,30.0171970002,2017-2018,"c(30.0171970002414, -11.2174590002326)"
1575,Health Facility,Rural Health Center,Matipa RHC,MOH,{F7B51797-8414-41BC-BED6-1F5201A9DD10},Matipa RHC,Northern,107,Chilubi,107001,-10.8538930004,30.3011689997,2017-2018,"c(30.3011689997496, -10.8538930003616)"
1576,Health Facility,Rural Health Center,Mayuka RHC,MOH,{8FBDADB3-7734-47FB-AAC0-1748D1CF2B82},Mayuka RHC,Northern,107,Chilubi,107001,-11.3008399999,30.6389719996,2017-2018,"c(30.6389719995582, -11.3008399998661)"
1577,Health Facility,Rural Health Center,Mofu RHC,MOH,{1A6AF25B-DD27-4F24-8690-269575FF1D3E},Mofu RHC,Northern,107,Chilubi,107001,-11.1093050003,30.3581369999,2017-2018,"c(30.3581369999226, -11.1093050003254)"
1578,Health Facility,Rural Health Post,Mubili RHP,MOH,{23775AB2-13F1-4FBC-A541-E9A63E7D6F77},Mubili RHP,Northern,107,Chilubi,107001,-10.8354810002,30.4687259997,2017-2018,"c(30.4687259997052, -10.8354810002479)"
1579,Health Facility,Rural Health Post,Mwenge RHP,MOH,{4062E457-95D8-42BA-8367-189666E689D4},Mwenge RHP,Northern,107,Chilubi,107001,-11.0294319997,30.1883539998,2017-2018,"c(30.1883539998373, -11.029431999687)"
1580,Health Facility,Rural Health Post,Nsumbu RHP,MOH,{AD393B37-8B8F-4D8C-A074-3E50A3642768},Nsumbu RHP,Northern,107,Chilubi,107001,-11.2023139997,30.0818539998,2017-2018,"c(30.0818539997624, -11.2023139996913)"
1581,Health Facility,Rural Health Center,Santa Maria RHC,MOH,{05720721-0B4D-4817-9D37-DF6BBCA6833E},Santa Maria RHC,Northern,107,Chilubi,107001,-11.1278019999,30.0170000001,2017-2018,"c(30.0170000001499, -11.1278019998624)"
1582,Health Facility,Rural Health Post,Mule RHP,MOH,{C29B8EAD-A24A-434B-962A-48C86979A1BA},Mule RHP,Northern,107,Chilubi,107001,-11.1507099996,29.9101920003,2017-2018,"c(29.9101920002607, -11.1507099995668)"
1583,Health Facility,Rural Health Post,Chocha RHP,MOH,{D1C1C28E-9D6B-4B76-AD2A-60DC5D8A29C4},Chocha RHP,Northern,107,Kaputa,107002,-8.4379609998,29.7851739997,2017-2018,"c(29.7851739996804, -8.43796099980028)"
1584,Health Facility,Rural Health Post,Kafwimbi RHP,MOH,{91D4C43E-C2A0-418D-862A-AD2E14ACF871},Kafwimbi RHP,Northern,107,Kaputa,107002,-9.03264199973,29.3829220001,2017-2018,"c(29.3829220000503, -9.03264199972847)"
1585,Health Facility,Rural Health Center,Kalaba RHC,MOH,{7CD9BFE3-A8AB-4036-98A6-4E1873D5EB86},Kalaba RHC,Northern,107,Kaputa,107002,-8.41688500004,29.8750710003,2017-2018,"c(29.8750710003264, -8.41688500004267)"
1586,Health Facility,Rural Health Post,Kapala RHP,MOH,{4A104289-F09D-47AF-899C-D3F157CF508E},Kapala RHP,Northern,107,Kaputa,107002,-8.4903769996,29.8991059998,2017-2018,"c(29.899105999842, -8.49037699959882)"
1587,Health Facility,Rural Health Post,Kapepula RHP,MOH,{BE1C446F-FFEE-4B7A-A5CC-EE6B025D9AC3},Kapepula RHP,Northern,107,Kaputa,107002,-8.46088999957,30.0916849999,2017-2018,"c(30.0916849998629, -8.46088999957379)"
1588,Health Facility,Rural Health Center,Kaputa RHC,MOH,{57901D2A-F757-4DF3-8F3E-8E4823EF7B59},Kaputa RHC,Northern,107,Kaputa,107002,-8.47040000016,29.6642170002,2017-2018,"c(29.6642170002144, -8.47040000015983)"
1589,Health Facility,Hospital,Kaputa Dis Hospital,MOH,{383111AA-B471-4D93-B8EE-19ACD653D859},Kaputa Dis Hospital,Northern,107,Kaputa,107002,-8.47030600032,29.6634570002,2017-2018,"c(29.6634570002404, -8.47030600032161)"
1590,Health Facility,Rural Health Center,Kasongole RHC,MOH,{A6ED7F16-46E6-45DE-A98F-FCBD462F3EB4},Kasongole RHC,Northern,107,Kaputa,107002,-8.89041999988,29.4819330001,2017-2018,"c(29.4819330001079, -8.89041999988302)"
1591,Health Facility,Rural Health Center,Mukupa Katandula RHC,MOH,{A79477BC-A2D4-45A0-B131-E8088DDBC863},Mukupa Katandula RHC,Northern,107,Kaputa,107002,-8.99637900019,29.4616920002,2017-2018,"c(29.4616920001857, -8.99637900019064)"
1592,Health Facility,Rural Health Post,Nkosha RHP,MOH,{3CC6E37D-BFB0-40B7-8532-7B21C13E2E29},Nkosha RHP,Northern,107,Kaputa,107002,-9.13648499958,29.224528,2017-2018,"c(29.2245279999673, -9.13648499958299)"
1593,Health Facility,Rural Health Post,Kapalwe RHP,MOH,{A7343FF3-6E0F-4B13-A9F1-85FB31418BED},Kapalwe RHP,Northern,107,Kaputa,107002,-9.06929900035,29.1371189998,2017-2018,"c(29.137118999842, -9.06929900034856)"
1594,Health Facility,Rural Health Center,Army RHC,MOH,{8221B6EF-0987-44B5-BAD7-C38DA50D54CF},Army RHC,Northern,107,Kasama,107003,-10.2193670003,31.1685760004,2017-2018,"c(31.1685760003822, -10.2193670002868)"
1595,Health Facility,Rural Health Post,Chanda Mukulu RHP,MOH,{7BE9ACA8-D2C4-4D39-96D3-9F826A681FB0},Chanda Mukulu RHP,Northern,107,Kasama,107003,-10.8201449999,31.1271799998,2017-2018,"c(31.1271799997572, -10.8201449998918)"
1596,Health Facility,Rural Health Center,Chilongoshi RHC,MOH,{A6DACCE5-D868-416C-B106-FF2CBACA1E69},Chilongoshi RHC,Northern,107,Kasama,107003,-9.98652799987,30.8005000003,2017-2018,"c(30.8005000002748, -9.98652799986723)"
1597,Health Facility,Rural Health Center,Chilubula RHC,MOH,{44D04DF4-A539-4F6F-A134-6E479D1815A9},Chilubula RHC,Northern,107,Kasama,107003,-10.140847,30.9485550002,2017-2018,"c(30.9485550002132, -10.140846999989)"
1598,Health Facility,Rural Health Center,Chiombo RHC,MOH,{82490367-9DEB-497D-8A85-6B4EF95BD385},Chiombo RHC,Northern,107,Kasama,107003,-10.3548149998,30.8100599996,2017-2018,"c(30.8100599995694, -10.3548149998123)"
1599,Health Facility,Health Center,Chisanga HC,MOH,{36478162-858A-4398-B509-360E343205A3},Chisanga HC,Northern,107,Kasama,107003,-10.2455489999,31.1958980004,2017-2018,"c(31.1958980003924, -10.2455489998864)"
1600,Health Facility,Health Post,College Numulundu HP,MOH,{473C11AD-30C4-4356-9E59-722FDA3846F3},College Numulundu HP,Northern,107,Kasama,107003,-10.2209230001,31.2117739996,2017-2018,"c(31.2117739995705, -10.2209230000963)"
1601,Health Facility,Rural Health Post,Kasakula RHP,MOH,{929C1790-477F-4085-A04C-15F4CCD2671E},Kasakula RHP,Northern,107,Kasama,107003,-10.5401789999,30.7291539999,2017-2018,"c(30.7291539998573, -10.5401789998609)"
1602,Health Facility,Hospital,Kasama Gen Hospital,MOH,{FE5B2A92-4405-4FC4-B50D-A6CE1F34CE5E},Kasama Gen Hospital,Northern,107,Kasama,107003,-10.2117699998,31.1812359996,2017-2018,"c(31.1812359996417, -10.2117699997856)"
1603,Health Facility,Health Post,Kasama Police HP,MOH,{1CF82992-E0C9-4103-8800-51C1B35323FA},Kasama Police HP,Northern,107,Kasama,107003,-10.2130599999,31.1648989999,2017-2018,"c(31.164898999889, -10.213059999919)"
1604,Health Facility,Health Center,Kasama HC,MOH,{DADB080D-8C88-4651-9671-54B318DDEFA0},Kasama HC,Northern,107,Kasama,107003,-10.2111609996,31.1811560004,2017-2018,"c(31.1811560004491, -10.2111609995804)"
1605,Health Facility,Rural Health Post,Kasonde Chisuna RHP,MOH,{4B27628C-2848-4E94-87EE-2B798AC6605D},Kasonde Chisuna RHP,Northern,107,Kasama,107003,-10.2830170001,31.0471429996,2017-2018,"c(31.0471429996498, -10.2830170001344)"
1606,Health Facility,Rural Health Post,Kasonde Mutokwa RHP,MOH,{DB0125FF-ACE0-4210-AC56-6FB1C45A78BB},Kasonde Mutokwa RHP,Northern,107,Kasama,107003,-9.89875600009,31.1153189996,2017-2018,"c(31.1153189995722, -9.89875600008929)"
1607,Health Facility,Rural Health Center,Kateshi RHC,MOH,{F96BF2A4-C8BC-4796-9438-C15D3C53D8D7},Kateshi RHC,Northern,107,Kasama,107003,-10.0112060003,31.205289,2017-2018,"c(31.2052889999874, -10.0112060002567)"
1608,Health Facility,Health Post,Location HP,MOH,{7B775051-7EBA-4E92-A5F8-1D4907DB6231},Location HP,Northern,107,Kasama,107003,-10.2222029998,31.1848279998,2017-2018,"c(31.1848279998124, -10.2222029997686)"
1609,Health Facility,Rural Health Center,Lubushi RHC,MOH,{99B936D1-2DF1-4726-8712-E41C615C306F},Lubushi RHC,Northern,107,Lunte,107011,-10.2588760002,30.4661729998,2017-2018,"c(30.4661729997842, -10.2588760002272)"
1610,Health Facility,Rural Health Post,Lukashi/ Selu RHP,MOH,{1E3D219E-BE72-4F02-8615-5A094274D060},Lukashi/ Selu RHP,Northern,107,Kasama,107003,-9.93547299988,30.9976069996,2017-2018,"c(30.9976069995635, -9.93547299987898)"
1611,Health Facility,Rural Health Center,Lukashya RHC,MOH,{C1EE8246-4E0B-4456-9BE5-20BC9CB1CD09},Lukashya RHC,Northern,107,Kasama,107003,-10.2136520002,31.2221260003,2017-2018,"c(31.2221260003147, -10.2136520002396)"
1612,Health Facility,Rural Health Center,Lukupa RHC,MOH,{B3C87D7D-6CFA-4078-932B-0284A09D5FB1},Lukupa RHC,Northern,107,Kasama,107003,-10.128289,31.1650430002,2017-2018,"c(31.1650430002343, -10.1282890000373)"
1613,Health Facility,Rural Health Post,Lwabwe RHP,MOH,{677149F1-2FE1-4E02-B5EE-748EDAB29F7C},Lwabwe RHP,Northern,107,Kasama,107003,-10.4411889999,31.2143289996,2017-2018,"c(31.2143289995837, -10.4411889998724)"
1614,Health Facility,Rural Health Center,Mbusa RHC,MOH,{8900F95B-047C-4F18-8651-0783DDCEDC16},Mbusa RHC,Northern,107,Kasama,107003,-10.9000670001,30.8048559997,2017-2018,"c(30.8048559997047, -10.900067000092)"
1615,Health Facility,Rural Health Center,Milima RHC,MOH,{2196C2B6-233B-4691-BD5F-D575363F7B9D},Milima RHC,Northern,107,Kasama,107003,-10.1542359996,31.230699,2017-2018,"c(31.2306989999589, -10.1542359995917)"
1616,Health Facility,Rural Health Post,Misambo RHP,MOH,{598803F2-5BBE-4B2E-9D0F-609A05D4D6EB},Misambo RHP,Northern,107,Kasama,107003,-10.0820279999,31.176252,2017-2018,"c(31.1762520000298, -10.0820279998923)"
1617,Health Facility,Rural Health Center,Misamfu RHC,MOH,{4D372C82-3F4C-4997-A492-58DD0B3F46BE},Misamfu RHC,Northern,107,Kasama,107003,-10.1689019996,31.2305900003,2017-2018,"c(31.2305900003283, -10.1689019996275)"
1618,Health Facility,Rural Health Post,Misengo RHP,MOH,{826FE2A8-1566-4285-A0AA-EEC840222FCD},Misengo RHP,Northern,107,Kasama,107003,-9.9127909998,30.7029199997,2017-2018,"c(30.7029199996583, -9.91279099980477)"
1619,Health Facility,Rural Health Post,Monica RHP,MOH,{F1533968-C49F-4AB7-903E-185BFE6BDB63},Monica RHP,Northern,107,Kasama,107003,-10.2246740004,30.9158900002,2017-2018,"c(30.9158900002234, -10.2246740004048)"
1620,Health Facility,Rural Health Center,Mulanshi RHC,MOH,{BFFCA035-32E9-4D14-B607-14CE443D074A},Mulanshi RHC,Northern,107,Kasama,107003,-10.3304470002,31.2926539999,2017-2018,"c(31.2926539998822, -10.3304470002288)"
1621,Health Facility,Health Post,Mulenga Hills HP,MOH,{9F75E77C-3433-4243-BC88-E81F904C232D},Mulenga Hills HP,Northern,107,Kasama,107003,-10.2113629999,31.2082499998,2017-2018,"c(31.2082499998377, -10.2113629999025)"
1622,Health Facility,Rural Health Center,Mulobola RHC,MOH,{91ADD3AC-6C48-4587-B856-B0CFC9AAC5D6},Mulobola RHC,Northern,107,Kasama,107003,-10.6411310004,31.0808560003,2017-2018,"c(31.0808560003042, -10.6411310003953)"
1623,Health Facility,Rural Health Post,Mumbi Mfumu RHP,MOH,{27ECE864-A5FE-4B8B-AFF9-FAF7EED2ABD5},Mumbi Mfumu RHP,Northern,107,Kasama,107003,-10.499229,31.4501340001,2017-2018,"c(31.4501340000841, -10.4992290000183)"
1624,Health Facility,Rural Health Post,Mumbi Mukulu RHP,MOH,{1538A581-0C6B-4B96-8687-9283E4C6D92A},Mumbi Mukulu RHP,Northern,107,Kasama,107003,-11.0042660002,30.7739259997,2017-2018,"c(30.7739259996852, -11.0042660001757)"
1625,Health Facility,Rural Health Center,Munkonge RHC,MOH,{5151C708-BB83-4A43-BE97-AACC78628B34},Munkonge RHC,Northern,107,Kasama,107003,-10.3021300002,30.687696,2017-2018,"c(30.6876959999705, -10.3021300001993)"
1626,Health Facility,Rural Health Center,Musa RHC,MOH,{08582D08-58DF-488A-AD59-D8EE817168F1},Musa RHC,Northern,107,Kasama,107003,-10.3057299998,31.2118549997,2017-2018,"c(31.2118549997085, -10.3057299998396)"
1627,Health Facility,Rural Health Center,Mwamba RHC,MOH,{DC8D1C72-4AFB-4CB6-8E61-226AA5D5FD9D},Mwamba RHC,Northern,107,Kasama,107003,-10.1009789997,31.0614470001,2017-2018,"c(31.0614470000791, -10.100978999681)"
1628,Health Facility,Rural Health Post,Mwasha RHP,MOH,{3FF21CCE-4F06-405C-9F61-602C4F2E4BAC},Mwasha RHP,Northern,107,Kasama,107003,-10.4175040003,30.901708,2017-2018,"c(30.9017080000243, -10.4175040003093)"
1629,Health Facility,Rural Health Center,Nkolemfumu RHC,MOH,{961D006B-CA91-4AF6-B2E1-1B554A140B3F},Nkolemfumu RHC,Northern,107,Kasama,107003,-10.5779830003,31.1734520004,2017-2018,"c(31.1734520004096, -10.5779830003152)"
1630,Health Facility,Rural Health Center,Tazara RHC,MOH,{76DB046D-B431-4624-9254-A2FC019B9AC4},Tazara RHC,Northern,107,Kasama,107003,-10.2447800004,31.206205,2017-2018,"c(31.2062049999608, -10.2447800003966)"
1631,Health Facility,Rural Health Post,New Kasama RHP,MOH,{68F712F9-B975-4291-B95C-E73F3E02CB21},New Kasama RHP,Northern,107,Kasama,107003,-10.1742469997,31.1705299997,2017-2018,"c(31.1705299996598, -10.1742469996992)"
1632,Health Facility,Health Center,Chikoyi Peri HC,MOH,{8FAEA369-1849-432B-89BF-D3CE938FF99A},Chikoyi Peri HC,Northern,107,Luwingu,107004,-10.2697000003,29.9279000003,2017-2018,"c(29.9279000002849, -10.2697000002548)"
1633,Health Facility,Rural Health Post,Chungu RHP,MOH,{2C44D88F-45EB-4D42-972C-81A471CFF7E3},Chungu RHP,Northern,107,Lupososhi,107012,-10.5959509997,29.6384200004,2017-2018,"c(29.6384200003828, -10.5959509997388)"
